date,link,text,price,images,description,place
2019-09-13 07:21,https://gainesville.craigslist.org/fuo/d/newberry-tv-stand-small-cabinet/6977624133.html,TV stand/small cabinet,$20,"https://images.craigslist.org/00X0X_dGGVHX1J2U8_600x450.jpg,https://images.craigslist.org/00n0n_9VFXEBQmnLw_600x450.jpg,https://images.craigslist.org/00606_cqfy1seKZrL_600x450.jpg,https://images.craigslist.org/00Y0Y_bxGYDDWwB0e_600x450.jpg,https://images.craigslist.org/00G0G_72HTRkmvoyf_600x450.jpg,https://images.craigslist.org/00q0q_7Bfgn2HVBMJ_600x450.jpg,https://images.craigslist.org/00B0B_jrQw6QNesMZ_600x450.jpg,https://images.craigslist.org/00V0V_h5hGERc8a0e_600x450.jpg","
        ,
TV stand... In great shape and very sturdy... Must pick up    ","
        ("
2019-09-13 07:24,https://gainesville.craigslist.org/atq/d/buying-antiques-art-coins-orientals/6974636175.html,BUYING ANTIQUES ART COINS ORIENTALS MILITARY,$20000,"https://images.craigslist.org/00606_bimYGlkFyt6_600x450.jpg,https://images.craigslist.org/00B0B_gxo4nnPzAZ6_600x450.jpg,https://images.craigslist.org/01212_db4WoMz6EXC_600x450.jpg,https://images.craigslist.org/00r0r_1IpYf83o9yb_600x450.jpg,https://images.craigslist.org/00h0h_jm4d3IVLbAH_600x450.jpg,https://images.craigslist.org/00O0O_b67Wpyubmyr_600x450.jpg,https://images.craigslist.org/00M0M_1VTql9qS1Kk_600x450.jpg,https://images.craigslist.org/00P0P_17ylLYcWFkn_600x450.jpg,https://images.craigslist.org/00n0n_2i7wXELLjRR_600x450.jpg,https://images.craigslist.org/00n0n_crsBdCHM3r4_600x450.jpg,https://images.craigslist.org/00b0b_gEpahWjzJO_600x450.jpg,https://images.craigslist.org/01515_3MUogXRNKDb_600x450.jpg,https://images.craigslist.org/00C0C_b8pvyUzfnvx_600x450.jpg,https://images.craigslist.org/00g0g_2lwchuYgbW5_600x450.jpg,https://images.craigslist.org/00202_3q9hQJD84vs_600x450.jpg,https://images.craigslist.org/00R0R_1CnAL9Na3IG_600x450.jpg,https://images.craigslist.org/00W0W_9jUq7Ch1QY9_600x450.jpg,https://images.craigslist.org/01313_3s6HFtHhN6r_600x450.jpg,https://images.craigslist.org/00z0z_3LPVnSVkuJy_600x450.jpg","
        ,
WE ARE SEEKING FINE ANTIQUES AND COLLECTIBLES ACTIVELY IN MANY CATEGORIES. WE ARE HAPPY TO MEET WITH YOU TO EVALUATE YOUR COLLECTION, ESTATE OR IMPORANT ITEMS. CALL TODAY FOR AN APPOINTMENT. WE PROMISE FAST, FAIR AND FRIENDLY SERVICE, CALL MIKE WATERS    ", (WE COME TO YOU)
2019-09-13 07:40,https://gainesville.craigslist.org/grd/d/pretty-chestnut-quarter-horse-mare/6974463807.html,Pretty chestnut quarter horse mare,$1200,"https://images.craigslist.org/00505_3cOGDFv8MMv_600x450.jpg,https://images.craigslist.org/00n0n_hynMVqk2KmO_600x450.jpg,https://images.craigslist.org/00w0w_1FKjxuFbgeJ_600x450.jpg,https://images.craigslist.org/00808_9VwratjVJ2W_600x450.jpg,https://images.craigslist.org/00M0M_5qvXS6XpVLV_600x450.jpg,https://images.craigslist.org/00303_3XdKxCPi8Ff_600x450.jpg,https://images.craigslist.org/00n0n_hynMVqk2KmO_600x450.jpg","
        ,
Gorgeous chestnut quarter horse mare. Stands almost 15.3hh. Extremely sweet and gentle girl. 10 years old. Nice slower trail horse. Not a speed horse.,
Dolly; 15.3 hh Came in a little underweight, now has just started riding again. Still needs a little but almost there. Very sweet easy going mare, will be huge. Good husband/family type trail horse. One blue eye, no papers ,
$1200 firm. Located in Brooksville Florida. Holding deposit accepted and shipping arranged. Please text or call for videos and more info  ,
,
 ,
,
,
Located Brooksville by 75 and 50    ", (Brooksville)
2019-09-13 07:24,https://gainesville.craigslist.org/syd/d/gainesville-14-dell-laptop-intel-corei5/6977625717.html,"14"" Dell LAPTOP Intel Corei5 2.7Ghz, 8 Gb mem w/ Windows and OfficePr",$225,"https://images.craigslist.org/01717_9ROdNIJbAXP_600x450.jpg,https://images.craigslist.org/00a0a_DUJvwOiJTs_600x450.jpg,https://images.craigslist.org/00r0r_6cHOjfOWLNI_600x450.jpg,https://images.craigslist.org/00202_3UysYyNUI8u_600x450.jpg","
        ,
Complete Dell Latitude E6430s Laptop Computer with Dell power supply (brick). Latitude is Dell's Enterprise class as opposed to the Inspiron consumer class. Latitudes are more robust, engineered to be more rugged and durable than the standard consumer class computers. I delete my listings when they sell. If you are reading this, the item is available.,
,
Please note: we have several Dell Latitude laptops in stock - this is our fastest currently in stock. Please click on the ""More Ads By This User"" button to the right of the pictures.,
,
Computer Specifications:,
• Dell Latitude E6430s,
• Intel Core i5, 2.7GHz Dual-Core CPU - 2 physical cores, 4 VIRTUAL CORES!,
• 8Gb DDR3 memory (Upgradeable - below),
• 500 Gb SSHD (Hybrid of HDD and SSD) fixed/hard disk (upgrades below),
• Internal combo DVD ROM and CD R/W optical drive,
• Built-in 10/100/1000 (1 Gb/sec) Ethernet (wired) jack,
• Built-in wireless (WiFi) up to 300 Mbps,
• Built-in SD memory card reader,
• Built-In WebCam and microphone - can be completely disabled in system BIOS,
• LED Back-Lit Keyboard w/ adjustable lighting!!,
• 3 USB (one is a combo eSATA/USB) ports,
• 14"" WXGA High Definition Widescreen,
(NOTE: the picture may be deceiving; this is a WIDE-screen LCD laptop),
• Both VGA and mini-HDMI Graphics output ports,
• Extended-Life 9-Cell Battery (Std is 6-cell),
• 90 watt power supply/charger,
• Windows-7 licensed and activated,
• OPTIONAL: Windows-10 licensed and activated is a $25 upgrade.,
• Microsoft Office Professional 2007 licensed and activated,
• MS Security Essentials (resident anti-virus/anti-spyware) (Windows Defender for Windows 10),
• MS Malware Removal Tool (resident),
• Malwarebyte's Anti-Malware (Free Version),
• CCleaner and Glary Utilities (PC maintenance, speed-up, repair utilities),
• 90-day limited hardware warranty,
Base Price Firm at $225,
,
Optional Upgrades:,
Upgrade memory from 8Gb to 16Gb: $75,
(NOTE: Special Order, 3-day delay),
,
Internal (standard mechanical) hard drive from 500 Gb to:,
- 240 Gb SSD NEW w/ 3-yr warranty: $60,
- 480 Gb SSD NEW w/ 3-yr warranty: $90,
(SSD is Solid State Drive: MUCH Faster, lighter and no moving parts),
(Other options available, just ask!),
,
This laptop works great and is in EXCELLENT condition.,
We also have many desktop computers available, please use the ""More Ads By This User"" button to the right of the pictures.,
,
ThanksForLooking!    ", (NW 39th Ave Gainesville near SFC)
2019-09-13 07:41,https://gainesville.craigslist.org/grd/d/appaloosa-quarter-gelding/6974479336.html,Appaloosa x quarter gelding,$500,"https://images.craigslist.org/00O0O_cvPmuXTnECx_600x450.jpg,https://images.craigslist.org/00m0m_3KOkePWrY86_600x450.jpg","
        ,
Very sweet gelding, has been a kids trail horse, he is an older gent at 18 years old. 14.2hh Appaloosa x quarter Nice easy family horse. $500 good home essential,
Located in Brooksville Florida. Holding deposit accepted and shipping arranged. Please text or call for videos and more info  ,
,
 ,
,
,
Located Brooksville by 75 and 50    ", (Brooksville)
2019-09-13 07:42,https://gainesville.craigslist.org/pts/d/hawthorne-2006-silverado-4x4-1500/6977627481.html,2006 silverado 4x4 1500,$1500,"https://images.craigslist.org/00303_85DIXRH6CdJ_600x450.jpg,https://images.craigslist.org/00g0g_kdpSkIRtnBe_600x450.jpg,https://images.craigslist.org/00p0p_dLVPVwkOu9H_600x450.jpg,https://images.craigslist.org/01414_k1Y3Hy3YXp_600x450.jpg,https://images.craigslist.org/00y0y_gt7YEYSrVvp_600x450.jpg","
        ,
Complete with title.,
2006 silverado 1500 4x4.,
5.3 v8, auto, floor shift 4x4.,
Dont run. No start.,
Scanner reads crank shaft sensor.,
Miles unknown. ,
Dash dont light up mile spot.,
$1500    ","
        ("
2019-09-13 07:45,https://gainesville.craigslist.org/grd/d/brien-black-diamond-crape-myrtles-best/6969627989.html,Black Diamond Crape Myrtles (Best Red) 3 GAL.,$15,,"
        ,
Beautiful Black Diamond Best Red Crape Myrtles, 6-7 ft tall in 3 gallons for only $15 each. Please call  ,
    ", (OBrien)
2019-09-13 07:45,https://gainesville.craigslist.org/grd/d/sweet-viburnum-variegated-pittosporum/6969628115.html,Sweet Viburnum & Variegated Pittosporum $8;7 Gal. Indian Hawthorne $15,$0,"https://images.craigslist.org/00G0G_fc32ByAMam2_600x450.jpg,https://images.craigslist.org/00w0w_3ZjLxZjyso_600x450.jpg,https://images.craigslist.org/00707_aBXOoepSBZV_600x450.jpg,https://images.craigslist.org/00808_jdgsV7ifp49_600x450.jpg,https://images.craigslist.org/00U0U_d4FJ48k4wiz_600x450.jpg,https://images.craigslist.org/00707_2StynRoIdNP_600x450.jpg,https://images.craigslist.org/00h0h_jfuqsSC5wng_600x450.jpg,https://images.craigslist.org/00M0M_6TSewlQKhbb_600x450.jpg,https://images.craigslist.org/00l0l_kB5Q5MA8YAr_600x450.jpg,https://images.craigslist.org/00D0D_aL0UdodThXD_600x450.jpg","
        ,
Sweet Viburnum in 3 gallons for $8 each.,
Variegated Pittosporum - 3 gallons for $8 each.,
Indian Hawthorne in 7 gallons for $15 each,
Chaste Trees in 3 gallon pots for $10 each; 7 gallons for $30 each. Mature tree also pictured.,
Fire Power Nandina- turns brilliant red in cool weather (see bottom of picture) 3 gallons for $8 each.,
Blue flowering ginger - 3 gallons with multiple plants for $10 each.,
Angel Trumpets (Peach) - 3 gallons for $6 each.,
,
Please call  ,
    ", (OBrien)
2019-09-13 07:46,https://gainesville.craigslist.org/grd/d/brien-sale-muskogee-crape-myrtles-in-15/6972582575.html,* SALE* Muskogee Crape Myrtles in 15 gallons,$45,,"
        ,
*** SPECIAL SALE ***,
,
Limited quantity of these beautiful, multiple trunked Muskogee (lavender) Crape Myrtles in 15 gallon pots for only $45 each.,
,
Please call  ,
,
,
Sorry, we do not accept credit or debit cards.    ", (O'Brien)
2019-09-13 07:47,https://gainesville.craigslist.org/grd/d/brien-gardenias-flax-lilies-jasmine-box/6957763541.html,"Gardenias, Flax Lilies, Jasmine & Box Woods  $8; Roses *SPECIAL* $8",$0,"https://images.craigslist.org/00T0T_kgCWm8DiQuu_600x450.jpg,https://images.craigslist.org/00B0B_dH5K9sw5LNL_600x450.jpg,https://images.craigslist.org/01010_3jJMi99yV78_600x450.jpg,https://images.craigslist.org/00R0R_7gsuQOS9ADl_600x450.jpg,https://images.craigslist.org/00K0K_fW5VzJ7nCZk_600x450.jpg,https://images.craigslist.org/00101_6ndrm8RWzVo_600x450.jpg,https://images.craigslist.org/00808_5e60eRyHACQ_600x450.jpg,https://images.craigslist.org/00909_l5A2EpWBa1Z_600x450.jpg,https://images.craigslist.org/00505_8IuKgk5xILU_600x450.jpg,https://images.craigslist.org/00H0H_84JbBgSzKAe_600x450.jpg,https://images.craigslist.org/00f0f_ciYZTBdWCHs_600x450.jpg,https://images.craigslist.org/00d0d_2VragKcI232_600x450.jpg,https://images.craigslist.org/00a0a_fNU2CHq71kf_600x450.jpg","
        ,
*Sorry we are not able to process credit or debit cards*,
,
Gardenias - Radican (dwarf), Frost Proof & August Beauty in 3 gallons for $8 each.,
Flax Lilies - 1 gallons for $4 each & 3 gallons for $8 each.,
Star Jasmine - 3 gallons for $8 each.,
Box Woods - 3 gallons for $8 each.,
Ilex Schillings - 3 gallons for $8 each.,
*SPECIAL* All Drift or Knock Out Roses in 3 gallon pots for $8 each.,
Purple Diamond Loropetalum - 3 gallons for $10 each.,
Red Diamond Loropetalum - 3 gallons for $12 each.,
Crinum Lily - 3 gallons for $6 each.,
Agapanthus, blue or white flowers - 3 gallons for $10 each.    ", (O'Brien)
2019-09-13 07:47,https://gainesville.craigslist.org/grd/d/confederate-jasmine-aucuba-10/6969630485.html,Confederate Jasmine & Aucuba $10; Hydrangeas $8; Azaleas $8 - $20,$0,"https://images.craigslist.org/00101_76xi4VfYCbw_600x450.jpg,https://images.craigslist.org/00V0V_lGQSuaRv2mI_600x450.jpg,https://images.craigslist.org/00g0g_gRhE3GDjBYF_600x450.jpg,https://images.craigslist.org/00e0e_6626uXnIPE_600x450.jpg,https://images.craigslist.org/01010_39mdLMVQTs5_600x450.jpg,https://images.craigslist.org/00C0C_loai1Ls4HQ3_600x450.jpg,https://images.craigslist.org/00707_cHPqpORZB9I_600x450.jpg,https://images.craigslist.org/00v0v_3PJODmLaAc7_600x450.jpg,https://images.craigslist.org/00808_gZ01DFJVqNb_600x450.jpg,https://images.craigslist.org/01717_hWM2YSRl11s_600x450.jpg,https://images.craigslist.org/00w0w_ffpe74F5Hxl_600x450.jpg,https://images.craigslist.org/00M0M_6TSewlQKhbb_600x450.jpg,https://images.craigslist.org/00l0l_kB5Q5MA8YAr_600x450.jpg","
        ,
*** Sorry we do not accept credit or debit cards***,
,
Confederate Jasmine in 3 gallons for $10 each.,
Formosia Azaleas in lavender or white - 3 gallons for $8 each.,
Fashion Azaleas in 3 gallons for $8 each.,
Dooley Hydrangeas - 3 gallons for $8 each.,
Encore Autumn Bonfire Azaleas (red) - 3 gallons for $12 each.,
Encore Pink Azaleas - 3 gallons for $12 each.,
Azaleas - G G Gerbing & George Tabor - 3 gallons for $8 each.,
7 Gallon GG Gerbing & George Tabor Azaleas for $15 & $20,
Aucuba in 3 gallons for $10 each.,
3 gallon White Indian Hawthorne for $8 each. ,
Wedelia, fast growing ground cover with beautiful yellow flowers - 1 gallons for $5 each.,
White Flowering Ginger - 3 gallons with multiple plants for $8 each.,
Aztec Grass - 1 gallons for $3.50 each.,
Vitex Chase Trees - 3 gallons for $10 each,
Vitex Chase Trees - 7 gallons for $30 each,
,
,
Please call  ,
    ", (OBrien)
2019-09-13 07:48,https://gainesville.craigslist.org/sys/d/gainesville-dell-optiplex-core-i3-4/6977625371.html,"Dell Optiplex Core i3 4-cores 3.1Ghz 4Gb ram, Windows-7 Pro Office Pro",$140,,"
        ,
- Dell Optiplex 390 Business-Class Tower Computer,
In the picture of 4 Dells, it is the left-most largest case.,
- Processor: Intel Core i3 CPU with Hyper-Threading totaling 4 virtual cores @ 3.10 GHz,
- Memory: 4 Gb DDR-3 memory (Upgrades below),
- Hard Drive: 160 Gb SATA (Upgrades below),
- DVD-ROM/CD-ROM Combo Optical Drive,
- Video embedded on motherboard,
- ATI Radeon dedicated dual-head (supports 2 monitors) graphics adapter FREE with Windows-7,
- USB Keyboard and USB Optical Mouse,
- Windows: YOUR CHOICE:,
- Windows-7 w/ latest updates and patches, Licensed & Activated OR,
- Windows 10, $25 additional for me to install and ensure correct Win10 device drivers are installed,
- Office 2007 Professional - Activated,
- MS Security Essentials (anti-virus/anti-spyware),
- MS Malware Removal Tool (resident),
- Malwarebyte's Anti-Malware,
- CCleaner and Glary Utilities (PC maintenance, speed-up, repair utilities),
Computer Price w/ KB and mouse (monitor is additional, see below) $140,
,
Available Upgrades:,
- LCD monitors - all have Tilt adjustment, VGA and DVI. Prices below with PC purchase; monitor only, please add $10:,
(2) Dell UltraSharp 19"" 4:3 LCD w/height, 90 degree rotate and 4-port USB hub $40 ea,
(1) Dell 19"" Wide-Sceen LCD     $40 ea,
(1) Dell UltraSharp 20"" 4:3 LCD w/ height, 90 degree rotate and 4-port USB hub $50 ea,
(3) Dell Ultrasharp 22"" Wide-Screen LCD   $80 ea ,
(2) Matched Pair of 2 Dell Ultrasharp 22"" Wide-Screen LCD $150 ,
(2) Dell Ultrasharp 24"" Wide-Screen LCD   $100 ea ,
NOTE: One 19"" 4:3 monitor with slight clouding: subtract $10 ,
,
- PCIe X16 VGA/DVI Dual Graphics Display Adapters (Faster and won't use MB ram):,
Windows7 Only: NVidia GeForce 7650, 256Mb DDR $10,
,
Windows 7, 8 and 10 compatible:,
---------------------------------DDR2 memory ----------------------,
Radeon HD2400, 256Mb $10,
Radeon HD3450, 256Mb $15,
NVidea GeForce 7650, 256Mb (Dual DVI) $20,
NVidea GeForce 9300, 256Mb (Dual VGA OR DVI) $25,
NVidea Quadro NVS-290, 256Mb (Dual VGA OR DVI) $25,
ATI Radeon HD-4550, 512Mb (1-DVI, 1-Displ Port) $35,
ATI Radeon HD-4650, 1Gb (2-DVI) $40,
-----------------------------FASTER DDR3 memory -------------------,
NVidea Quadro NVS-295, 256Mb (2-Displ Port) $35,
ATI Radeon HD-6350, 512Mb (Dual VGA OR DVI) $45,
ATI Radeon HD-6450, 1Gb (1 ea: VGA, DVI, HDMI) New In Box $50,
NVidea GeForce GT-420, 2 Gb (1 ea: VGA, DVI and HDMI, $65,
NVidea GEForce GT710, 2 Gb (1 ea: VGA, DVI and HDMI New in Box, $75,
,
Displ Port VGA OR DVI adapter $10ea,
Displ Port HDMI 3' cable $10; 6' cable $15,
,
- Memory Upgrades:,
from 4Gb to 6Gb $30,
from 4Gb to 8Gb $60,
(3.5 Gb max supported by 32-bit Windows),
- Change internal HDD from 160 Gb to:,
80 Gb (USED) $10 CREDIT,
250 Gb (USED) $25,
500 Gb (USED) $40,
NEW SSD w/ 3 Yr Manf. warranty (SSD=Solid State Drive: no moving parts, runs cooler and faster),
- 120 Gb NEW SSD $45,
- 240 Gb NEW SSD $65,
- 480 Gb NEW SSD $90,
Other sizes and new drives by request or 2-day special order),
- (Extra) Dell PS/2 Keyboard OR PS/2 roller ball mouse $2 ea,
- (Extra) Dell USB Keyboard OR USB Optical Mouse $5 ea,
,
This computer works great. Please check my other computers for sale:,
Click the button to the right of the picture: ""More Ads By This User."",
ThanksForLooking!,
    ", (NW 39th Ave Gainesville near SFC)
2019-09-13 07:59,https://gainesville.craigslist.org/art/d/fort-white-collected-plates/6977634372.html,Collected Plates,$25,,"
        ,
Three handmade plates- make offer-text or call  ,
    ", (High Springs)
2019-09-13 07:50,https://gainesville.craigslist.org/sys/d/gainesville-dell-latitude-10-notebook/6975382856.html,"Dell Latitude 10"" Notebook PC w/ Win-10 and MS-Office",$125,"https://images.craigslist.org/00n0n_a87mXlupZ4A_600x450.jpg,https://images.craigslist.org/01212_a14cPoWelOL_600x450.jpg,https://images.craigslist.org/00A0A_4lPFVVmHGHy_600x450.jpg,https://images.craigslist.org/00R0R_2PIC4bHnv1U_600x450.jpg","
        ,
Dell Latitude 2120 Netbook (a small Laptop w/o a CD/DVD): Intel Atom CPU with Hyper-Threading @ 1.5 Ghz and 2 Gb memory  w/ Wi-Fi and Bluetooth.,
,
Complete Dell Latitude 2120 Laptop Computer with Dell 65 watt power supply (charger/brick).  Latitudes are Dell’s Enterprise Class laptops. They are more reliable and robust than their standard consumer line; they are built to last. This laptop is in Excellent condition, the LCD screen has no scratches or dead pixels. I delete my listings when they sell. I have three of these; if you are reading this, the item is available. I also have three Dell D630 laptops and a Dell D830 laptop.  Please click on ""More ads by this user."",
,
Computer Specifications:,
• Dell Latitude 2120 Laptop Computer in a rugged rubber-coated case,
• Intel Atom, 64-bit Dual-Core Hyper-Threading CPU at 1.5 Ghz (4 reported cores),
• 2Gb DDR3 memory,
• 120 Gb internal SSD SATA Solid State Drive (upgrades available below),
• Internal webcam and microphone can be disabled ,
• Built-in 10/100/1000 Gigabit Ethernet (wired) jack,
• Built-in wireless (WiFi) B, G and N (up to 108Mbps),
• 3 – built-in USB ports,
• 10"" High Definition Widescreen Touchscreen,
• Extended Life 9-cell battery and 65 Watt Dell Charger with Spare 9-cell battery,
• Batteries are functional and hold a charge well ,
• Windows 10 Home licensed and activated ,
• IE and Edge web browser,
• MS Security Essentials (resident anti-virus/anti-spyware),
• MS Malware Removal Tool (resident),
• Malwarebyte's Anti-Malware,
• CCleaner and Glary Utilities (PC maintenance, speed-up, repair utilities ,
This laptop works great and is in very nice condition.,
Price Firm at $125,
,
Optional Upgrades:,
HDD upgrades (From 120 Gb SSD SATA to new):,
250 Gb HDD             $25,
240 Gb SSD               $65,
(Others by request),
SSD  drives are MUCH FASTER than HDDs (about 3X – Windows boots in 33 seconds!),
,
Please check my other computers and laptops for sale:,
Click the button to the right of the picture: ""More Ads By This User."",
ThanksForLooking!,
    ", (NW 39th Ave Gainesville near SFC)
